,file,text,first_black_pixel,sf,entry_num,relative_fbp,is_header,cq
0,cd1978/entry/1978_Page_70 (1)_1.png,"ABRASIVE MATERIALS
",43.38720796629644,0.3416315587897357,1,34.50478743776331,True,False
1,cd1978/entry/1978_Page_70 (1)_2.png,"LAIRD DE VOU INC Abrasive &
",9.5656836461126,0.3416315587897357,2,0.6832631175794717,False,True
2,cd1978/entry/1978_Page_70 (1)_3.png,"Cutting Specialists 1201 Eddy St
",33.4798927613941,0.3416315587897357,3,24.59747223286097,False,True
3,cd1978/entry/1978_Page_70 (1)_4.png,"(02905) Tel 781-6282
",32.796629643814626,0.3416315587897357,4,23.914209115281498,False,False
4,cd1978/entry/1978_Page_70 (1)_5.png,"Michigan Abrasive Co 16 East River St
",9.224052087322864,0.3416315587897357,5,0.34163155878973583,False,False
5,cd1978/entry/1978_Page_70 (1)_6.png,"ABRASIVES—MFRS
",41.33741861355802,0.3416315587897357,6,32.4549980850249,True,False
6,cd1978/entry/1978_Page_70 (1)_7.png,"Laird De Vou Inc 1201 Eddy St
",8.882420528533128,0.3416315587897357,7,0.0,False,False
7,cd1978/entry/1978_Page_70 (1)_8.png,"Michigan Abrasive Co (Grinding Wheel Div)
",8.882420528533128,0.3416315587897357,8,0.0,False,True
8,cd1978/entry/1978_Page_70 (1)_9.png,"325 Waterman St
",21.181156644963615,0.3416315587897357,9,11.95710455764075,False,False
9,cd1978/entry/1978_Page_70 (1)_10.png,"ABSTRACTS OF TITLE
",41.67905017234776,0.3416315587897357,10,32.796629643814626,True,False
10,cd1978/entry/1978_Page_70 (1)_11.png,"Home Owners Title Guarantee Co 85
",9.5656836461126,0.3416315587897357,11,0.6832631175794717,False,True
11,cd1978/entry/1978_Page_70 (1)_12.png,"Westminster St Rm 200
",21.864419762543086,0.3416315587897357,12,12.981999234009958,False,False
12,cd1978/entry/1978_Page_70 (1)_13.png,"ACCOUNT
",42.02068173113749,0.3416315587897357,13,33.13826120260437,True,False
13,cd1978/entry/1978_Page_70 (1)_14.png,"PUBLIC
",58.418996553044806,0.3416315587897357,14,49.536576024511675,True,True
14,cd1978/entry/1978_Page_70 (1)_15.png,"Accinno John J 354 Broadway
",9.5656836461126,0.3416315587897357,15,0.6832631175794717,False,False
15,cd1978/entry/1978_Page_70 (1)_16.png,"Allegretti & Co 111 Westminster St Rm 630
",9.224052087322864,0.3416315587897357,16,0.34163155878973583,False,False
16,cd1978/entry/1978_Page_70 (1)_17.png,"Andreoni & Co 2 Thomas St
",9.224052087322864,0.3416315587897357,17,0.0,False,False
17,cd1978/entry/1978_Page_70 (1)_18.png,"Blackman & Blackman 111 Westminster St
",9.5656836461126,0.3416315587897357,18,0.34163155878973583,False,True
18,cd1978/entry/1978_Page_70 (1)_19.png,"Rm 1200
",21.52278820375335,0.3416315587897357,19,12.640367675220222,False,False
19,cd1978/entry/1978_Page_70 (1)_20.png,"Campana Philip J 170 Westminster St Rm 300
",8.882420528533128,0.3416315587897357,20,0.34163155878973583,False,False
20,cd1978/entry/1978_Page_70 (1)_21.png,"Catoni Louis 1145 Reservoir Av Cranston R I
",8.540788969743392,0.3416315587897357,21,0.0,False,True
21,cd1978/entry/1978_Page_70 (1)_22.png,"(02920) Tel 944-4450
",32.796629643814626,0.3416315587897357,22,24.255840674071234,False,True
22,cd1978/entry/1978_Page_70 (1)_23.png,"& Co 533 Industrial Bank Bldg
",30.746840291076214,0.3416315587897357,23,22.206051321332822,False,True
23,cd1978/entry/1978_Page_70 (1)_24.png,"111 Westminster St (02903), Te) (401) 751-
",33.4798927613941,0.3416315587897357,24,24.939103791650705,False,True
24,cd1978/entry/1978_Page_70 (1)_25.png,"7511
",32.4549980850249,0.3416315587897357,25,24.25584067407124,False,False
25,cd1978/entry/1978_Page_70 (1)_26.png,"Cohn Newton B 15 Westminster St Rm 810
",8.199157410953656,0.3416315587897357,26,0.0,False,False
26,cd1978/entry/1978_Page_70 (1)_27.png,"Connor Ralph J 196 Dyer St Rm 215
",8.199157410953656,0.3416315587897357,27,0.0,False,False
27,cd1978/entry/1978_Page_70 (1)_28.png,"Di Stefano & Co 741 Howard Bhig
",8.540788969743392,0.3416315587897357,28,0.34163155878973583,False,False
28,cd1978/entry/1978_Page_70 (1)_29.png,"Exrnet & Ernet One Hospital Trust Plaza
",8.540788969743392,0.3416315587897357,29,0.34163155878973583,False,True
29,cd1978/entry/1978_Page_70 (1)_30.png,"(02903), Tel 331-7000
",32.4549980850249,0.3416315587897357,30,24.25584067407124,False,False
30,cd1978/entry/1978_Page_70 (1)_31.png,,8.540788969743392,0.3416315587897357,31,0.34163155878973583,False,False
31,cd1978/entry/1978_Page_70 (1)_32.png,"Haskins & Selle 1501 Hospital Trust Tower
",8.540788969743392,0.3416315587897357,32,0.34163155878973583,False,True
32,cd1978/entry/1978_Page_70 (1)_33.png,"(02903), Tel 861-0740
",32.4549980850249,0.3416315587897357,33,24.25584067407124,False,False
33,cd1978/entry/1978_Page_70 (1)_34.png,"Levesque Cohicci & Co 245 Waterman St Rm
",8.540788969743392,0.3416315587897357,34,0.34163155878973583,False,True
34,cd1978/entry/1978_Page_70 (1)_35.png,,20.497893527384143,0.3416315587897357,35,12.298736116430486,False,False
35,cd1978/entry/1978_Page_70 (1)_36.png,"Markoff Eli 111 Westminster St Rm 1915
",8.540788969743392,0.3416315587897357,36,0.0,False,False
36,cd1978/entry/1978_Page_70 (1)_37.png,"Martone Robt 34 Brinkley St
",8.540788969743392,0.3416315587897357,37,0.34163155878973583,False,False
37,cd1978/entry/1978_Page_70 (1)_38.png,"O'Brien E L & Co 111 Westminster St Rm
",8.199157410953656,0.3416315587897357,38,0.0,False,True
38,cd1978/entry/1978_Page_70 (1)_39.png,,20.497893527384143,0.3416315587897357,39,12.298736116430486,False,False
39,cd1978/entry/1978_Page_70 (2)_1.png,"ACCOUNT
",12.83875909613175,0.3469934890846419,1,0.34699348908464067,True,False
40,cd1978/entry/1978_Page_70 (2)_2.png,"CONTD
",37.822290310225966,0.3469934890846419,2,25.33052470317886,True,True
41,cd1978/entry/1978_Page_70 (2)_3.png,"Peat Marwick Mitchell & Co 40 Westminster
",13.532746074301034,0.3469934890846419,3,1.0409804672539256,False,True
42,cd1978/entry/1978_Page_70 (2)_4.png,"St Rm 1800
",25.6775181922635,0.3469934890846419,4,13.18575258521639,False,False
43,cd1978/entry/1978_Page_70 (2)_5.png,"Picchione Nicholas & Co 480 Benefit St
",13.185752585216392,0.3469934890846419,5,0.6939869781692831,False,False
44,cd1978/entry/1978_Page_70 (2)_6.png,"Price Waterhouse & Co 40 Westminster St
",13.185752585216392,0.3469934890846419,6,0.6939869781692831,False,True
45,cd1978/entry/1978_Page_70 (2)_7.png,"(Suite 1200) (02903) Tel 421-0501
",37.822290310225966,0.3469934890846419,7,25.33052470317886,False,False
46,cd1978/entry/1978_Page_70 (2)_8.png,"Selinker Solomon E 472 Smith St
",12.83875909613175,0.3469934890846419,8,0.34699348908464067,False,False
47,cd1978/entry/1978_Page_70 (2)_9.png,"Shea Quinlan J 15 Westminster St Rm 928
",12.83875909613175,0.3469934890846419,9,0.34699348908464067,False,False
48,cd1978/entry/1978_Page_70 (2)_10.png,"Sholes Andrew G 40 Westminster St Rm 1005
",12.491765607047109,0.3469934890846419,10,0.0,False,False
49,cd1978/entry/1978_Page_70 (2)_11.png,"Silverman Jones & Co 15 Westminster St Rm
",12.83875909613175,0.3469934890846419,11,0.34699348908464067,False,True
50,cd1978/entry/1978_Page_70 (2)_12.png,,25.6775181922635,0.3469934890846419,12,13.18575258521639,False,False
51,cd1978/entry/1978_Page_70 (2)_13.png,"Villatico Guy 60 Broadway Suite G
",13.185752585216392,0.3469934890846419,13,0.6939869781692831,False,False
52,cd1978/entry/1978_Page_70 (2)_14.png,"Ward Fisher & Co 111 Westminster St Rm
",13.185752585216392,0.3469934890846419,14,0.6939869781692831,False,True
53,cd1978/entry/1978_Page_70 (2)_15.png,"510
",26.02451168134814,0.3469934890846419,15,13.532746074301032,False,False
54,cd1978/entry/1978_Page_70 (2)_16.png,"Young Arthur & Company 111 Westminster
",13.185752585216392,0.3469934890846419,16,0.6939869781692831,False,True
55,cd1978/entry/1978_Page_70 (2)_17.png,"St (02903), Tel 274-1800
",37.822290310225966,0.3469934890846419,17,25.33052470317886,False,False
56,cd1978/entry/1978_Page_70 (2)_18.png,"ACCOUNTANTS—PUBLIC
",47.191114515511295,0.3469934890846419,18,34.69934890846419,True,False
