,Address - From Geocoder,Company_Name,File_List,Geocode Score,Header,Header_Clean,Latitude,Longitude,Match Score,Query,Text
793,"41 Reservoir Ave, Providence, RI",Elliott Leases Cars Inc,['cd1978/entry/1978_Page_75 (2)_42.png'],100.0,AUTOMOBILE RENTING AND LEASING,AUTOMOBILE RENTING AND LEASING,41.79570029277281,-71.42627393687212,100.0,41 RESERVOIR AVE PROVIDENCE,Elliott Leases Cars Inc 41 Reservoir Av
794,"231 Weybosset St, Providence, RI",Hertz Rent-A-Car (Br Ofc),['cd1978/entry/1978_Page_75 (2)_47.png'],100.0,AUTOMOBILE RENTING AND LEASING,AUTOMOBILE RENTING AND LEASING,41.821315226434386,-71.41277849293016,100.0,231 WEYBOSSET ST PROVIDENCE,Hertz Rent-A-Car (Br Ofc) 231 Weybosset St
795,"111 Point St, Providence, RI",Tabco Auto & Truck Leasing,['cd1978/entry/1978_Page_75 (2)_50.png'],100.0,AUTOMOBILE RENTING AND LEASING,AUTOMOBILE RENTING AND LEASING,41.81636155949316,-71.40789322247305,100.0,111 POINT ST PROVIDENCE,Tabco Auto & Truck Leasing 111 Point St
796,"896 Manton Ave, Providence, RI",A & E Service,['cd1978/entry/1978_Page_75 (2)_53.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.833770493658186,-71.46651202340426,100.0,896 MANTON AVE PROVIDENCE,A & E Service 896 Manton Av
797,"422 Silver Spring St, Providence, RI",Aamco Transmissions,['cd1978/entry/1978_Page_75 (2)_54.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.85475145143171,-71.411895816299,100.0,422 SILVER SPRING ST PROVIDENCE,Aamco Transmissions 422 Silver Spring St
798,"300 Chalkstone Ave, Providence, RI",Ace Auto Body Co,['cd1978/entry/1978_Page_75 (2)_55.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.83645898025131,-71.41840824580883,100.0,300 CHALKSTONE AVE PROVIDENCE,Ace Auto Body Co 300 Chalkstone Av
799,"158 Thurbers Ave, Providence, RI",Allied Transmissio,['cd1978/entry/1978_Page_75 (2)_58.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.79977344325651,-71.40640287554059,100.0,158 THURBERS AVE PROVIDENCE,Allied Transmission 158 Thurbers Av
800,"1326 Westminster St, Providence, RI",Anthony’s Service Center,['cd1978/entry/1978_Page_75 (2)_59.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.81658249555206,-71.43105725790906,100.0,1326 WESTMINSTER ST PROVIDENCE,Anthony’s Service Center 1326 Westminster St
801,"828 Allens Ave, Providence, RI",Art’s Garage,['cd1978/entry/1978_Page_75 (2)_60.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.79241211609514,-71.39702342728435,100.0,828 ALLENS AVE PROVIDENCE,Art’s Garage 828 Allens Av
802,"159 Cushing St, Providence, RI",Auto Clinic Ltd,['cd1978/entry/1978_Page_75 (2)_61.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.830014790925986,-71.40035424296443,100.0,159 CUSHING ST PROVIDENCE,Auto Clinic Ltd 159 Cushing St
803,"391 Charles St, Providence, RI",B & B Auto Electric,['cd1978/entry/1978_Page_75 (2)_62.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.844907086223756,-71.41865554229484,100.0,391 CHARLES ST PROVIDENCE,B & B Auto Electric 391 Charles St
804,"250 Brook St, Providence, RI",Brook Street Service Statio,['cd1978/entry/1978_Page_75 (2)_63.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.82359209369394,-71.39886052549942,100.0,250 BROOK ST PROVIDENCE,Brook Street Service Station 250 Brook St
805,"421 Harris Ave, Providence, RI",Butler C Morris Auto Repairing Inc Rear,"['cd1978/entry/1978_Page_75 (2)_64.png', 'cd1978/entry/1978_Page_75 (2)_65.png']",100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.82486232984182,-71.43416568312036,100.0,421 HARRIS AVE PROVIDENCE,Butler C Morris Auto Repairing Inc Rear 421 Harris Av
806,"75 Harris Ave, Providence, RI",Car Doctor,['cd1978/entry/1978_Page_75 (2)_66.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.82744654673645,-71.42167468177375,100.0,75 HARRIS AVE PROVIDENCE,Car Doctor 75 Harris Av
807,"2 Ames St, Providence, RI",Catoni’s Garage Serv,['cd1978/entry/1978_Page_75 (2)_67.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.82392026744756,-71.43105187740348,100.0,2 AMES ST PROVIDENCE,Catoni’s Garage Serv 2 Ames St
808,"33 Seabury St, Providence, RI",Clark’s Auto Service Inc,['cd1978/entry/1978_Page_75 (2)_68.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.802714965313335,-71.43296200408007,100.0,33 SEABURY ST PROVIDENCE,Clark’s Auto Service Inc 33 Seabury St
809,"425 Richmond St, Providence, RI",Coletta’s Downtown Auto Service Inc,"['cd1978/entry/1978_Page_75 (2)_69.png', 'cd1978/entry/1978_Page_75 (2)_70.png']",100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.81625956372984,-71.40710573613458,100.0,425 RICHMOND ST PROVIDENCE,Coletta’s Downtown Auto Service Inc 425 Richmond St
810,"620 Huntington Ave, Providence, RI",Cripps H R & Sons,['cd1978/entry/1978_Page_75 (2)_71.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.801697430247934,-71.43349446644788,100.0,620 HUNTINGTON AVE PROVIDENCE,Cripps H R & Sons 620 Huntington Av
811,"1304 Broad St, Providence, RI",Custom Auto Reconditioning,['cd1978/entry/1978_Page_75 (2)_72.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.791118606561845,-71.4058565331707,100.0,1304 BROAD ST PROVIDENCE,Custom Auto Reconditioning 1304 Broad St
812,"700 N Main St, Providence, RI",Dean Auto Body Inc,['cd1978/entry/1978_Page_75 (2)_73.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.83947967191188,-71.40922447387405,100.0,700 NORTH MAIN ST PROVIDENCE,Dean Auto Body Inc 700 N Main St
813,"370 Willard Ave, Providence, RI",Del’s Auto Repair,['cd1978/entry/1978_Page_75 (2)_74.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.80719056003962,-71.41931405890092,100.0,370 WILLARD AVE PROVIDENCE,Del’s Auto Repair 370 Willard Av
814,"34 Yale Ave, Providence, RI",Denison Transmission Co,['cd1978/entry/1978_Page_75 (2)_75.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.82690279780563,-71.44869015556573,100.0,34 YALE AVE PROVIDENCE,Denison Transmission Co 34 Yale Av
815,"152 Federal St, Providence, RI",D'lorio’s Transmission Service,['cd1978/entry/1978_Page_75 (2)_76.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.8223016428263,-71.42658072182068,100.0,152 FEDERAL ST PROVIDENCE,"""D'lorio’s Transmission Service 152 Federal St"""
816,"236 Meeting St, Providence, RI",East Side Garage Auto Repair & Storage,"['cd1978/entry/1978_Page_75 (2)_77.png', 'cd1978/entry/1978_Page_75 (2)_78.png']",100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.82923430554941,-71.40033969422306,100.0,236 MEETING ST PROVIDENCE,East Side Garage Auto Repair & Storage 236 Meeting St
817,"69 Elmgrove Ave, Providence, RI",Elmgrove Private Garages The,"['cd1978/entry/1978_Page_75 (2)_79.png', 'cd1978/entry/1978_Page_75 (2)_80.png']",100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.83216138894475,-71.39004355670598,100.0,69 ELMGROVE AVE PROVIDENCE,Elmgrove Private Garages The 69 Elmgrove Av
818,"1150 Westminster St, Providence, RI",Ernies Service,['cd1978/entry/1978_Page_75 (2)_81.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.816960730989074,-71.42772579065546,100.0,1150 WESTMINSTER ST PROVIDENCE,Ernies Service 1150 Westminster St
819,"14 Warrington St, Providence, RI",Foreign Car Service Inc,['cd1978/entry/1978_Page_75 (2)_84.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.79648451853042,-71.41327331591553,100.0,14 WARRINGTON ST PROVIDENCE,Foreign Car Service Inc 14 Warrington St
820,"416 Valley St, Providence, RI",Gallo’s Auto Service,['cd1978/entry/1978_Page_75 (2)_87.png'],100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.82786152084017,-71.43555093464079,100.0,416 VALLEY ST PROVIDENCE,Gallo’s Auto Service 416 Valley St
821,"837 Allens Ave, Providence, RI",H & M Auto Repair Inc,"['cd1978/entry/1978_Page_75 (2)_88.png', 'cd1978/entry/1978_Page_75 (2)_89.png']",100.0,AUTOMOBILE REPAIRING,Automobile Repairing,41.79162262108917,-71.39691317341097,100.0,837 ALLENS AVE PROVIDENCE,H & M Auto Repair Inc 837 Allens Av
822,"138 W Park St, Providence, RI",Hicks’ Auto Service,['cd1978/entry/1978_Page_75 (3)_2.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.832310026836744,-71.42237577467321,100.0,138 WEST PARK ST PROVIDENCE,Hicks’ Auto Service 138 W Park St
823,"298 Douglas Ave, Providence, RI",Ignite All Auto Electric,['cd1978/entry/1978_Page_75 (3)_3.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.83878722662965,-71.42535034006445,100.0,298 DOUGLAS AVE PROVIDENCE,Ignite All Auto Electric 298 Douglas Av
824,"10 Julian St, Providence, RI",Imported Auto Engineering,['cd1978/entry/1978_Page_75 (3)_4.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.819998808173196,-71.44634445545186,100.0,10 JULIAN ST PROVIDENCE,Imported Auto Engineering 10 Julian St
825,"10 Julian St, Providence, RI",Imported Car Service,['cd1978/entry/1978_Page_75 (3)_5.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.819998808173196,-71.44634445545186,100.0,10 JULIAN ST PROVIDENCE,Imported Car Service 10 Julian St
826,"170 Pocasset Ave, Providence, RI",J & R Auto Repair,['cd1978/entry/1978_Page_75 (3)_6.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.810320763913474,-71.45431833333498,100.0,170 POCASSET AVE PROVIDENCE,J & R Auto Repair 170 Pocasset Av
827,"3 George St, Providence, RI",JOHNSTON TRANSMISSION SERVICE,"['cd1978/entry/1978_Page_75 (3)_7.png', 'cd1978/entry/1978_Page_75 (3)_8.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82509996512709,-71.40601374552229,100.0,3 GEORGE ST PROVIDENCE,"JOHNSTON TRANSMISSION SERVICE 3 George St (02919), Tel 231-9688"
828,"393 Cranston St, Providence, RI",L J Auto Repair,['cd1978/entry/1978_Page_75 (3)_9.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.811645881238746,-71.43146412139758,100.0,393 CRANSTON ST PROVIDENCE,L J Auto Repair 393 Cranston St
829,"538 Valley St, Providence, RI",Lineberger Robt D,['cd1978/entry/1978_Page_75 (3)_10.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.830182767318696,-71.43132719897201,100.0,538 VALLEY ST PROVIDENCE,Lineberger Robt D 538 Valley St
830,"103 Gano St, Providence, RI",M & S Auto Repairing Service Inc,"['cd1978/entry/1978_Page_75 (3)_11.png', 'cd1978/entry/1978_Page_75 (3)_12.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.821828284037636,-71.38971319243572,100.0,103 GANO ST PROVIDENCE,M & S Auto Repairing Service Inc 103 Gano St
831,"19 Vandewater St, Providence, RI",Maismith Donald G,['cd1978/entry/1978_Page_75 (3)_13.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.850193018936054,-71.43268895069313,100.0,19 VANDEWATER ST PROVIDENCE,Maismith Donald G 19 Vandewater St
832,"295 Williams St, Providence, RI",Meadus Service Garage,['cd1978/entry/1978_Page_75 (3)_15.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82290840920867,-71.39279871229344,100.0,295 WILLIAMS ST PROVIDENCE,Meadus Service Garage 295 Williams St
833,"1290 N Main St, Providence, RI",Midas Muffler Shops,['cd1978/entry/1978_Page_75 (3)_16.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.85548909955989,-71.40022351841075,100.0,1290 NORTH MAIN ST PROVIDENCE,Midas Muffler Shops 1290 N Main St
834,"25 Miles Ave, Providence, RI",Miles Avenue Garage,['cd1978/entry/1978_Page_75 (3)_17.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.834312656551155,-71.39166545797926,100.0,25 MILES AVE PROVIDENCE,Miles Avenue Garage 25 Miles Av
835,"7 Detroit Ave, Providence, RI",Montuori’s Auto Service,['cd1978/entry/1978_Page_75 (3)_18.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.79429386341133,-71.41021067684967,100.0,7 DETROIT AVE PROVIDENCE,Montuori’s Auto Service 7 Detroit Av
836,"360 Plainfield St, Providence, RI",Mullins Bill Garage,['cd1978/entry/1978_Page_75 (3)_19.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.81366870889268,-71.45009807273017,100.0,360 PLAINFIELD ST PROVIDENCE,Mullins Bill Garage 360 Plainfield St
837,"113 Harold St, Providence, RI",Nemo Service Garage,['cd1978/entry/1978_Page_75 (3)_20.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.83005644147515,-71.43869205499615,100.0,113 HAROLD ST PROVIDENCE,Nemo Service Garage 113 Harold St
838,"453 Manton Ave, Providence, RI",Orsi Eug J Jr,['cd1978/entry/1978_Page_75 (3)_21.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82544021670154,-71.45466328642226,100.0,453 MANTON AVE PROVIDENCE,Orsi Eug J Jr 453 Manton Av
839,"871 Elmwood Ave, Providence, RI",Paul D’s Auto Top,['cd1978/entry/1978_Page_75 (3)_22.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.788803838446206,-71.42118017802152,100.0,871 ELMWOOD AVE PROVIDENCE,Paul D’s Auto Top 871 Elmwood Av
840,"1195 Broad St, Providence, RI",Pauls Auto Service,['cd1978/entry/1978_Page_75 (3)_23.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.79363512744619,-71.40909868223326,100.0,1195 BROAD ST PROVIDENCE,Pauls Auto Service 1195 Broad St
841,"60 Reservoir Ave, Providence, RI",Pee Wee Brake & Frame Service Inc,"['cd1978/entry/1978_Page_75 (3)_24.png', 'cd1978/entry/1978_Page_75 (3)_25.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.795104881242345,-71.42632084204607,100.0,60 RESERVOIR AVE PROVIDENCE,Pee Wee Brake & Frame Service Inc 60 Reservoir Av
842,"125 Atwells Ave, Providence, RI",Perry’s Road Service Inc,['cd1978/entry/1978_Page_75 (3)_29.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.823321914794704,-71.4221344188589,100.0,125 ATWELLS AVE PROVIDENCE,Perry’s Road Service Inc 125 Atwells Av
843,"494 Douglas Ave, Providence, RI",Place Motors,['cd1978/entry/1978_Page_75 (3)_30.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.843631780480436,-71.42790588282593,100.0,494 DOUGLAS AVE PROVIDENCE,Place Motors 494 Douglas Av
844,"290 Smith St, Providence, RI",Portland Transmission Co,['cd1978/entry/1978_Page_75 (3)_31.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.833494243628664,-71.4214371821839,100.0,290 SMITH ST PROVIDENCE,Portland Transmission Co 290 Smith St
845,"120 Broadway, Providence, RI",Providence Auto Ignition Co,['cd1978/entry/1978_Page_75 (3)_32.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82166912903045,-71.42119462488266,100.0,120 BROADWAY PROVIDENCE,Providence Auto Ignition Co 120 Broadway
846,"778 Broad St, Providence, RI",Providence Automotive Engineering Co Inc,"['cd1978/entry/1978_Page_75 (3)_33.png', 'cd1978/entry/1978_Page_75 (3)_34.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.802847646807336,-71.41879208058778,100.0,778 BROAD ST PROVIDENCE,Providence Automotive Engineering Co Inc 778 Broad St
847,"236 Dean St, Providence, RI",R I Service Center,['cd1978/entry/1978_Page_75 (3)_35.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.820859639031696,-71.4219840712815,100.0,236 DEAN ST PROVIDENCE,R I Service Center 236 Dean St
848,"11 Roger Williams Ave, Providence, RI",Ralph’s Garage,['cd1978/entry/1978_Page_75 (3)_36.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.788568623241325,-71.42113976556341,100.0,11 ROGER WILLIAMS AVE PROVIDENCE,Ralph’s Garage 11 Roger Williams Av
849,"778 Charles St, Providence, RI",Reliable Service Center,['cd1978/entry/1978_Page_75 (3)_37.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.85758932708267,-71.42136121172337,100.0,778 CHARLES ST PROVIDENCE,Reliable Service Center 778 Charles St
850,"708 Huntington Ave, Providence, RI",Remaco Auto Electric Co,['cd1978/entry/1978_Page_75 (3)_38.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.800403066058884,-71.42996276048957,100.0,708 HUNTINGTON AVE PROVIDENCE,Remaco Auto Electric Co 708 Huntington Av -
851,"181 Brook St, Providence, RI",Repoea’s Garage,['cd1978/entry/1978_Page_75 (3)_39.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82154936074235,-71.3984159413843,100.0,181 BROOK ST PROVIDENCE,Repoea’s Garage 181 Brook St a
852,"1145 N Main St, Providence, RI",Rhode Island Brake Service,['cd1978/entry/1978_Page_75 (3)_39.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.85174619011886,-71.40190526467399,100.0,1145 NORTH MAIN ST PROVIDENCE,Rhode Island Brake Service 1145 N Main St
853,"277 Hartford Ave, Providence, RI",Rhode Island Transmission Center,"['cd1978/entry/1978_Page_75 (3)_40.png', 'cd1978/entry/1978_Page_75 (3)_41.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.81755027402163,-71.45224077164642,100.0,277 HARTFORD AVE PROVIDENCE,Rhode Island Transmission Center 277 Hartford Av
854,"10 Ringgold St, Providence, RI",Ringgold Street Garage Rear,['cd1978/entry/1978_Page_75 (3)_42.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82076140764967,-71.42323752075261,100.0,10 RINGGOLD ST PROVIDENCE,Ringgold Street Garage Rear 10 Ringgold St |
855,"47 Anthony Ave, Providence, RI",S & S Transmissions,['cd1978/entry/1978_Page_75 (3)_43.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.80409777596388,-71.4379967248357,100.0,47 ANTHONY AVE PROVIDENCE,S & S Transmissions 47 Anthony Av
856,"151 Douglas Ave, Providence, RI",Sarkisian Harry,['cd1978/entry/1978_Page_75 (3)_44.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.83672539716535,-71.4210424284253,100.0,151 DOUGLAS AVE PROVIDENCE,Sarkisian Harry 151 Douglas Av
857,"17 Warren St, Providence, RI",Scarpetti Oldsmobile Inc (Body Shop),"['cd1978/entry/1978_Page_75 (3)_45.png', 'cd1978/entry/1978_Page_75 (3)_46.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.81077253970053,-71.42447058558128,100.0,17 WARREN ST PROVIDENCE,Scarpetti Oldsmobile Inc (Body Shop) 17 Warren St
858,"1140 N Main St, Providence, RI",Sears Automotive Service Center,"['cd1978/entry/1978_Page_75 (3)_47.png', 'cd1978/entry/1978_Page_75 (3)_48.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.851524262279085,-71.40234614178544,100.0,1140 NORTH MAIN ST PROVIDENCE,Sears Automotive Service Center 1140 N Main. St
859,"1034 Westminster St, Providence, RI",Set’s Garage,['cd1978/entry/1978_Page_75 (3)_49.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.817148929656824,-71.4256458840548,100.0,1034 WESTMINSTER ST PROVIDENCE,Set’s Garage 1034 Westminster St
860,"185 Gallup St, Providence, RI",Sherlock’s Garage,['cd1978/entry/1978_Page_75 (3)_50.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.79971826702112,-71.41437264559974,100.0,185 GALLUP ST PROVIDENCE,Sherlock’s Garage 185 Gallup St
861,"327 Orms St, Providence, RI",Smith Hill Automotive Repair,['cd1978/entry/1978_Page_75 (3)_51.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.83369030179865,-71.42276976912639,100.0,327 ORMS ST PROVIDENCE,"Smith Hill Automotive Repair 327 Orms St,"
862,"327 Union Ave, Providence, RI",Smokey's All-American Serv Sta,"['cd1978/entry/1978_Page_75 (3)_52.png', 'cd1978/entry/1978_Page_75 (3)_53.png']",100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.806763140431755,-71.44805739354146,100.0,327 UNION AVE PROVIDENCE,"""Smokey's All-American Serv Sta 327 Union Av"""
863,"27 Dryden Ln, Providence, RI",Steel W M Co,['cd1978/entry/1978_Page_75 (3)_54.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.84284552805862,-71.40930579627864,90.0,27 DRYDEN LN PROVIDENCE,Steel W M Co 27 Dryden La
864,"421 Harris Ave, Providence, RI",Tom's Auto Service,['cd1978/entry/1978_Page_75 (3)_55.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82486232984182,-71.43416568312036,100.0,421 HARRIS AVE PROVIDENCE,"""Tom's Auto Service 421 Harris Av  ~"""
865,"558 Douglas Ave, Providence, RI",Tommy Romes Garage Inc,['cd1978/entry/1978_Page_75 (3)_56.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.845369386455545,-71.42871012951124,100.0,558 DOUGLAS AVE PROVIDENCE,Tommy Romes Garage Inc 558 Douglas Av ¥
866,"30 Pine St, Providence, RI",Tony’s Auto Service,['cd1978/entry/1978_Page_75 (3)_57.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82340558398,-71.40906776173905,100.0,30 PINE ST PROVIDENCE,Tony’s Auto Service 30 Pine St
867,"303 Knight St, Providence, RI",Tri US Auto Body,['cd1978/entry/1978_Page_75 (3)_58.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.817788373228915,-71.42700017732832,100.0,303 KNIGHT ST PROVIDENCE,Tri US Auto Body 303 Knight St
868,"13 Delaine St, Providence, RI",Uptown Auto Body,['cd1978/entry/1978_Page_75 (3)_59.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.81945719105317,-71.43926200842776,100.0,13 DELAINE ST PROVIDENCE,Uptown Auto Body 13 Delaine St
869,"54 Federal St, Providence, RI",Willie’s Garage,['cd1978/entry/1978_Page_75 (3)_60.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.82219161770163,-71.42259515625057,100.0,54 FEDERAL ST PROVIDENCE,Willie’s Garage 54 Federal St
870,"600 Broad St, Providence, RI",Willie’s Garage,['cd1978/entry/1978_Page_75 (3)_61.png'],100.0,AUTOMOBILE REPAIRING—CONTD,Automobile Repairing,41.807851138032476,-71.42035980830599,100.0,600 BROAD ST PROVIDENCE,Willie’s Garage 600 Broad St
871,"1070 Broad St, Providence, RI",Custom Auto Seat Covers Inc,['cd1978/entry/1978_Page_75 (3)_64.png'],100.0,AUTOMOBILE SEAT COVER - DEALERS,AUTOMOBILE SEAT COVER DEALERS,41.7960839306434,-71.4119271312299,100.0,1070 BROAD ST PROVIDENCE,"Custom Auto Seat Covers Inc 1070 Broad St, :"
872,"1106 N Main St, Providence, RI",Rayco Auto Service Center,['cd1978/entry/1978_Page_75 (3)_67.png'],100.0,AUTOMOBILE SEAT COVER - DEALERS,AUTOMOBILE SEAT COVER DEALERS,41.85076329448757,-71.40279003233148,100.0,1106 NORTH MAIN ST PROVIDENCE,Rayco Auto Service Center 1106 N Main St —
873,"883 Elmwood Ave, Providence, RI",Frank’s Auto Top Co,['cd1978/entry/1978_Page_75 (3)_69.png'],100.0,AUTOMOBILE TRIMMERS,AUTOMOBILE TRIMMERS and TRIMMINGS,41.788516367247695,-71.42101972288667,100.0,883 ELMWOOD AVE PROVIDENCE,Frank’s Auto Top Co 883 Elmwood Av
874,"36 Pleasant Valley Pky, Providence, RI",Auto Valet Inc,['cd1978/entry/1978_Page_75 (3)_81.png'],100.0,AUTOMOBILE WASHING AND POLISHING,AUTOMOBILE WASHING AND POLISHING,41.829856623298504,-71.42729390254483,100.0,36 PLEASANT VALLEY PKWY PROVIDENCE,Auto Valet Inc 36 Pleasant Valley Pkwy
875,"1266 Westminster St, Providence, RI",Charlie’s Auto Buffing & Wax,"['cd1978/entry/1978_Page_75 (3)_82.png', 'cd1978/entry/1978_Page_75 (3)_83.png']",100.0,AUTOMOBILE WASHING AND POLISHING,AUTOMOBILE WASHING AND POLISHING,41.816731192504214,-71.42979759384296,100.0,1266 WESTMINSTER ST PROVIDENCE,Charlie’s Auto Buffing & Wax 1266 Westminster St
876,"285 Pitman St, Providence, RI",Elhatton’s Sofspra Car Wash,['cd1978/entry/1978_Page_75 (3)_84.png'],100.0,AUTOMOBILE WASHING AND POLISHING,AUTOMOBILE WASHING AND POLISHING,41.82675099139985,-71.38215392223049,100.0,285 PITMAN ST PROVIDENCE,"Elhatton’s Sofspra Car Wash 285 Pitman St,"
877,"1880 Westminster St, Providence, RI",Freeway Car Wash Inc,['cd1978/entry/1978_Page_75 (3)_85.png'],100.0,AUTOMOBILE WASHING AND POLISHING,AUTOMOBILE WASHING AND POLISHING,41.81647340201431,-71.44132056024088,100.0,1880 WESTMINSTER ST PROVIDENCE,Freeway Car Wash Inc 1880 Westminster St.
878,"96 Pocasset Ave, Providence, RI",Joe’s Auto,"['cd1978/entry/1978_Page_75 (3)_86.png', 'cd1978/entry/1978_Page_75 (3)_87.png']",100.0,AUTOMOBILE WASHING AND POLISHING,AUTOMOBILE WASHING AND POLISHING,41.811438205730525,-71.45146728685047,100.0,96 POCASSET AVE PROVIDENCE,Joe’s Auto 96 Pocasset Av
879,"200 Charles St, Providence, RI",Kelly’s Car Wash,['cd1978/entry/1978_Page_76 (1)_3.png'],100.0,AUTOMOBILE WASHING AND POLISHING—CONTD,AUTOMOBILE WASHING AND POLISHING,41.83669682930773,-71.41285733636052,100.0,200 CHARLES ST PROVIDENCE,Kelly’s Car Wash 200 Charles St
880,"1527 Mineral Spring Ave, Providence, RI",M & S Car Wash,"['cd1978/entry/1978_Page_76 (1)_4.png', 'cd1978/entry/1978_Page_76 (1)_5.png']",100.0,AUTOMOBILE WASHING AND POLISHING—CONTD,AUTOMOBILE WASHING AND POLISHING,41.86504031847434,-71.44595139420883,100.0,1527 MINERAL SPRING AV PROVIDENCE,M & S Car Wash 1527 Mineral Spring Av(N
