,Header,Text,File_List,clean_header,score,matched
0,ABRASIVE MATERIALS,LAIRD DE VOU INC Abrasive & Cutting Specialists 1201 Eddy St (02905) Tel 781-6282,"['cd1978/entry/1978_Page_70 (1)_2.png', 'cd1978/entry/1978_Page_70 (1)_3.png', 'cd1978/entry/1978_Page_70 (1)_4.png']",ABRASIVE MATERIALS,72.0,False
1,ABRASIVE MATERIALS,Michigan Abrasive Co 16 East River St,['cd1978/entry/1978_Page_70 (1)_5.png'],ABRASIVE MATERIALS,72.0,False
2,ABRASIVES—MFRS,Laird De Vou Inc 1201 Eddy St,['cd1978/entry/1978_Page_70 (1)_7.png'],ABRASIVES—MFRS,69.5,False
3,ABRASIVES—MFRS,Michigan Abrasive Co (Grinding Wheel Div) 325 Waterman St,"['cd1978/entry/1978_Page_70 (1)_8.png', 'cd1978/entry/1978_Page_70 (1)_9.png']",ABRASIVES—MFRS,69.5,False
4,ABSTRACTS OF TITLE,Home Owners Title Guarantee Co 85 Westminster St Rm 200,"['cd1978/entry/1978_Page_70 (1)_11.png', 'cd1978/entry/1978_Page_70 (1)_12.png']",ABSTRACTS OF TITLE,67.0,False
5,ACCOUNT PUBLIC,Accinno John J 354 Broadway,['cd1978/entry/1978_Page_70 (1)_15.png'],ACCOUNT PUBLIC,80.0,False
6,ACCOUNT PUBLIC,Allegretti & Co 111 Westminster St Rm 630,['cd1978/entry/1978_Page_70 (1)_16.png'],ACCOUNT PUBLIC,80.0,False
7,ACCOUNT PUBLIC,Andreoni & Co 2 Thomas St,['cd1978/entry/1978_Page_70 (1)_17.png'],ACCOUNT PUBLIC,80.0,False
8,ACCOUNT PUBLIC,Blackman & Blackman 111 Westminster St Rm 1200,"['cd1978/entry/1978_Page_70 (1)_18.png', 'cd1978/entry/1978_Page_70 (1)_19.png']",ACCOUNT PUBLIC,80.0,False
9,ACCOUNT PUBLIC,Campana Philip J 170 Westminster St Rm 300,['cd1978/entry/1978_Page_70 (1)_20.png'],ACCOUNT PUBLIC,80.0,False
10,ACCOUNT PUBLIC,"Catoni Louis 1145 Reservoir Av Cranston R I (02920) Tel 944-4450 & Co 533 Industrial Bank Bldg 111 Westminster St (02903), Te) (401) 751- 7511","['cd1978/entry/1978_Page_70 (1)_21.png', 'cd1978/entry/1978_Page_70 (1)_22.png', 'cd1978/entry/1978_Page_70 (1)_23.png', 'cd1978/entry/1978_Page_70 (1)_24.png', 'cd1978/entry/1978_Page_70 (1)_25.png']",ACCOUNT PUBLIC,80.0,False
11,ACCOUNT PUBLIC,Cohn Newton B 15 Westminster St Rm 810,['cd1978/entry/1978_Page_70 (1)_26.png'],ACCOUNT PUBLIC,80.0,False
12,ACCOUNT PUBLIC,Connor Ralph J 196 Dyer St Rm 215,['cd1978/entry/1978_Page_70 (1)_27.png'],ACCOUNT PUBLIC,80.0,False
13,ACCOUNT PUBLIC,Di Stefano & Co 741 Howard Bhig,['cd1978/entry/1978_Page_70 (1)_28.png'],ACCOUNT PUBLIC,80.0,False
14,ACCOUNT PUBLIC,"Exrnet & Ernet One Hospital Trust Plaza (02903), Tel 331-7000","['cd1978/entry/1978_Page_70 (1)_29.png', 'cd1978/entry/1978_Page_70 (1)_30.png']",ACCOUNT PUBLIC,80.0,False
15,ACCOUNT PUBLIC,,['cd1978/entry/1978_Page_70 (1)_31.png'],ACCOUNT PUBLIC,80.0,False
16,ACCOUNT PUBLIC,"Haskins & Selle 1501 Hospital Trust Tower (02903), Tel 861-0740","['cd1978/entry/1978_Page_70 (1)_32.png', 'cd1978/entry/1978_Page_70 (1)_33.png']",ACCOUNT PUBLIC,80.0,False
17,ACCOUNT PUBLIC,Levesque Cohicci & Co 245 Waterman St Rm,"['cd1978/entry/1978_Page_70 (1)_34.png', 'cd1978/entry/1978_Page_70 (1)_35.png']",ACCOUNT PUBLIC,80.0,False
18,ACCOUNT PUBLIC,Markoff Eli 111 Westminster St Rm 1915,['cd1978/entry/1978_Page_70 (1)_36.png'],ACCOUNT PUBLIC,80.0,False
19,ACCOUNT PUBLIC,Martone Robt 34 Brinkley St,['cd1978/entry/1978_Page_70 (1)_37.png'],ACCOUNT PUBLIC,80.0,False
20,ACCOUNT PUBLIC,O'Brien E L & Co 111 Westminster St Rm,"['cd1978/entry/1978_Page_70 (1)_38.png', 'cd1978/entry/1978_Page_70 (1)_39.png']",ACCOUNT PUBLIC,80.0,False
21,ACCOUNT CONTD,Peat Marwick Mitchell & Co 40 Westminster St Rm 1800,"['cd1978/entry/1978_Page_70 (2)_3.png', 'cd1978/entry/1978_Page_70 (2)_4.png']",ACCOUNT CONTD,74.0,False
22,ACCOUNT CONTD,Picchione Nicholas & Co 480 Benefit St,['cd1978/entry/1978_Page_70 (2)_5.png'],ACCOUNT CONTD,74.0,False
23,ACCOUNT CONTD,Price Waterhouse & Co 40 Westminster St (Suite 1200) (02903) Tel 421-0501,"['cd1978/entry/1978_Page_70 (2)_6.png', 'cd1978/entry/1978_Page_70 (2)_7.png']",ACCOUNT CONTD,74.0,False
24,ACCOUNT CONTD,Selinker Solomon E 472 Smith St,['cd1978/entry/1978_Page_70 (2)_8.png'],ACCOUNT CONTD,74.0,False
25,ACCOUNT CONTD,Shea Quinlan J 15 Westminster St Rm 928,['cd1978/entry/1978_Page_70 (2)_9.png'],ACCOUNT CONTD,74.0,False
26,ACCOUNT CONTD,Sholes Andrew G 40 Westminster St Rm 1005,['cd1978/entry/1978_Page_70 (2)_10.png'],ACCOUNT CONTD,74.0,False
27,ACCOUNT CONTD,Silverman Jones & Co 15 Westminster St Rm,"['cd1978/entry/1978_Page_70 (2)_11.png', 'cd1978/entry/1978_Page_70 (2)_12.png']",ACCOUNT CONTD,74.0,False
28,ACCOUNT CONTD,Villatico Guy 60 Broadway Suite G,['cd1978/entry/1978_Page_70 (2)_13.png'],ACCOUNT CONTD,74.0,False
29,ACCOUNT CONTD,Ward Fisher & Co 111 Westminster St Rm 510,"['cd1978/entry/1978_Page_70 (2)_14.png', 'cd1978/entry/1978_Page_70 (2)_15.png']",ACCOUNT CONTD,74.0,False
30,ACCOUNT CONTD,"Young Arthur & Company 111 Westminster St (02903), Tel 274-1800","['cd1978/entry/1978_Page_70 (2)_16.png', 'cd1978/entry/1978_Page_70 (2)_17.png']",ACCOUNT CONTD,74.0,False
31,ACCOUNTANTS—PUBLIC,Allen David 76 Westminster St Rm 1105,['cd1978/entry/1978_Page_70 (2)_19.png'],ACCOUNTANTS-PUBLIC,100.0,True
32,ACCOUNTANTS—PUBLIC,Ambrifi & Assoc 34 Pontiac Av Rm 1,['cd1978/entry/1978_Page_70 (2)_20.png'],ACCOUNTANTS-PUBLIC,100.0,True
33,ACCOUNTANTS—PUBLIC,Ayers Eari 547 Mt Pleasant Av,['cd1978/entry/1978_Page_70 (2)_21.png'],ACCOUNTANTS-PUBLIC,100.0,True
34,ACCOUNTANTS—PUBLIC,Barone Norman A 703 Fruit Hill Av (N Prov),['cd1978/entry/1978_Page_70 (2)_22.png'],ACCOUNTANTS-PUBLIC,100.0,True
35,ACCOUNTANTS—PUBLIC,Bergman Paul 270 Cole Av,['cd1978/entry/1978_Page_70 (2)_23.png'],ACCOUNTANTS-PUBLIC,100.0,True
36,ACCOUNTANTS—PUBLIC,Blake Harvey Accounting 1051 Broad St,['cd1978/entry/1978_Page_70 (2)_24.png'],ACCOUNTANTS-PUBLIC,100.0,True
37,ACCOUNTANTS—PUBLIC,Bresefield Wm A 224 Villa Av (N Prov),['cd1978/entry/1978_Page_70 (2)_25.png'],ACCOUNTANTS-PUBLIC,100.0,True
38,ACCOUNTANTS—PUBLIC,Brown Lawrence E 36 Whitmarsh St,['cd1978/entry/1978_Page_70 (2)_26.png'],ACCOUNTANTS-PUBLIC,100.0,True
39,ACCOUNTANTS—PUBLIC,Calabrese Joseph 24% Farmington Av,['cd1978/entry/1978_Page_70 (2)_27.png'],ACCOUNTANTS-PUBLIC,100.0,True
40,ACCOUNTANTS—PUBLIC,Cempana Falco B 135 Whitford Av,['cd1978/entry/1978_Page_70 (2)_28.png'],ACCOUNTANTS-PUBLIC,100.0,True
41,ACCOUNTANTS—PUBLIC,Ched Limited 245 Waterman St Rm 400,['cd1978/entry/1978_Page_70 (2)_29.png'],ACCOUNTANTS-PUBLIC,100.0,True
42,ACCOUNTANTS—PUBLIC,Ciolfi Alex & Co 207 Union Av,['cd1978/entry/1978_Page_70 (2)_30.png'],ACCOUNTANTS-PUBLIC,100.0,True
43,ACCOUNTANTS—PUBLIC,Clegg Geo B Public Acct 111 Westminster St Rm 617,"['cd1978/entry/1978_Page_70 (2)_31.png', 'cd1978/entry/1978_Page_70 (2)_32.png']",ACCOUNTANTS-PUBLIC,100.0,True
44,ACCOUNTANTS—PUBLIC,Clements Roy F 35 Klondike St,['cd1978/entry/1978_Page_70 (2)_33.png'],ACCOUNTANTS-PUBLIC,100.0,True
45,ACCOUNTANTS—PUBLIC,Cofman Morris & Associates 116 Wayland Av,['cd1978/entry/1978_Page_70 (2)_34.png'],ACCOUNTANTS-PUBLIC,100.0,True
46,ACCOUNTANTS—PUBLIC,Corrente Frank E 111 Westminster St Rm 523,['cd1978/entry/1978_Page_70 (2)_35.png'],ACCOUNTANTS-PUBLIC,100.0,True
47,ACCOUNTANTS—PUBLIC,D'Amico Robt A & Co 515 Smith St,['cd1978/entry/1978_Page_70 (2)_36.png'],ACCOUNTANTS-PUBLIC,100.0,True
48,ACCOUNTANTS—PUBLIC,David Bennie A 168 Broadway,['cd1978/entry/1978_Page_70 (2)_37.png'],ACCOUNTANTS-PUBLIC,100.0,True
49,ACCOUNTANTS—PUBLIC,Della Ventura Guy 36 Olneyville Sq Rm 5,['cd1978/entry/1978_Page_70 (2)_38.png'],ACCOUNTANTS-PUBLIC,100.0,True
50,ACCOUNTANTS—PUBLIC,Di Chiara Mich] W 1410 Mineral Spring Av(N Prov),"['cd1978/entry/1978_Page_70 (2)_39.png', 'cd1978/entry/1978_Page_70 (2)_40.png']",ACCOUNTANTS-PUBLIC,100.0,True
51,ACCOUNTANTS—PUBLIC,Drummond Accounting Service 850 Admiral St,['cd1978/entry/1978_Page_70 (2)_41.png'],ACCOUNTANTS-PUBLIC,100.0,True
52,ACCOUNTANTS—PUBLIC,Duffy A Edgell 170 Westminster St Rm 300,['cd1978/entry/1978_Page_70 (2)_42.png'],ACCOUNTANTS-PUBLIC,100.0,True
53,ACCOUNTANTS—PUBLIC,Dufour Keenan Tripp 76 Westminster St Rm 315,"['cd1978/entry/1978_Page_70 (2)_43.png', 'cd1978/entry/1978_Page_70 (2)_44.png']",ACCOUNTANTS-PUBLIC,100.0,True
54,ACCOUNTANTS—PUBLIC,Tiwdn Ineanh A 97 Alannmin St,['cd1978/entry/1978_Page_70 (2)_45.png'],ACCOUNTANTS-PUBLIC,100.0,True
55,ACCOUNTANTS—PUBLIC—CONTD,"EDSON HUBERT 849 N Main St (02904), Tel 831-1470","['cd1978/entry/1978_Page_70 (3)_2.png', 'cd1978/entry/1978_Page_70 (3)_3.png']",ACCOUNTANTS-PUBLIC,100.0,True
56,ACCOUNTANTS—PUBLIC—CONTD,Ernst & Ernst One Hosp Trust Plaza 17th Fi,['cd1978/entry/1978_Page_70 (3)_4.png'],ACCOUNTANTS-PUBLIC,100.0,True
57,ACCOUNTANTS—PUBLIC—CONTD,Ervanian Stanley S 111 Westminster St Rm 523,"['cd1978/entry/1978_Page_70 (3)_5.png', 'cd1978/entry/1978_Page_70 (3)_6.png']",ACCOUNTANTS-PUBLIC,100.0,True
58,ACCOUNTANTS—PUBLIC—CONTD,Federico Mich! T & Co 57 Eddy St Rm 212,['cd1978/entry/1978_Page_70 (3)_7.png'],ACCOUNTANTS-PUBLIC,100.0,True
59,ACCOUNTANTS—PUBLIC—CONTD,Feeney James E 154 Francis St 2d FI,['cd1978/entry/1978_Page_70 (3)_8.png'],ACCOUNTANTS-PUBLIC,100.0,True
60,ACCOUNTANTS—PUBLIC—CONTD,Ferrara R P & Co 1845 Smith St (N Prov) Rm,"['cd1978/entry/1978_Page_70 (3)_9.png', 'cd1978/entry/1978_Page_70 (3)_10.png']",ACCOUNTANTS-PUBLIC,100.0,True
61,ACCOUNTANTS—PUBLIC—CONTD,Gereboff & Co 111 Westminster St Rm 620,['cd1978/entry/1978_Page_70 (3)_11.png'],ACCOUNTANTS-PUBLIC,100.0,True
62,ACCOUNTANTS—PUBLIC—CONTD,H & R Block 490 Elmwood Av,['cd1978/entry/1978_Page_70 (3)_12.png'],ACCOUNTANTS-PUBLIC,100.0,True
63,ACCOUNTANTS—PUBLIC—CONTD,H & R Block Inc 1075 Chalkstone Av,['cd1978/entry/1978_Page_70 (3)_13.png'],ACCOUNTANTS-PUBLIC,100.0,True
64,ACCOUNTANTS—PUBLIC—CONTD,Hagopian James 410 Hope St,['cd1978/entry/1978_Page_70 (3)_14.png'],ACCOUNTANTS-PUBLIC,100.0,True
65,ACCOUNTANTS—PUBLIC—CONTD,Izzo Vincent T 1038 Chalkstone Av,['cd1978/entry/1978_Page_70 (3)_15.png'],ACCOUNTANTS-PUBLIC,100.0,True
66,ACCOUNTANTS—PUBLIC—CONTD,Jacobs Gerald 428 Smith St Rm 7,['cd1978/entry/1978_Page_70 (3)_16.png'],ACCOUNTANTS-PUBLIC,100.0,True
67,ACCOUNTANTS—PUBLIC—CONTD,Jarcho Myer C 501 Angell St,['cd1978/entry/1978_Page_70 (3)_17.png'],ACCOUNTANTS-PUBLIC,100.0,True
68,ACCOUNTANTS—PUBLIC—CONTD,K-P Audit Co 111 Westminster St Rm 417,['cd1978/entry/1978_Page_70 (3)_18.png'],ACCOUNTANTS-PUBLIC,100.0,True
69,ACCOUNTANTS—PUBLIC—CONTD,Kanter Herbert 501 Angell St,['cd1978/entry/1978_Page_70 (3)_19.png'],ACCOUNTANTS-PUBLIC,100.0,True
70,ACCOUNTANTS—PUBLIC—CONTD,"Kaufman Miller & Company 300 Old Colony Bldg, 347 Main St (Pawtucket, R I; 02862), Tel 725-8300","['cd1978/entry/1978_Page_70 (3)_20.png', 'cd1978/entry/1978_Page_70 (3)_21.png', 'cd1978/entry/1978_Page_70 (3)_22.png']",ACCOUNTANTS-PUBLIC,100.0,True
71,ACCOUNTANTS—PUBLIC—CONTD,Kenyon John T 74 Vassar Av,['cd1978/entry/1978_Page_70 (3)_23.png'],ACCOUNTANTS-PUBLIC,100.0,True
72,ACCOUNTANTS—PUBLIC—CONTD,Kilberg Pierce & Co 111 Wayland Av,['cd1978/entry/1978_Page_70 (3)_24.png'],ACCOUNTANTS-PUBLIC,100.0,True
73,ACCOUNTANTS—PUBLIC—CONTD,Labush Bernard 501 Angell St,['cd1978/entry/1978_Page_70 (3)_25.png'],ACCOUNTANTS-PUBLIC,100.0,True
74,ACCOUNTANTS—PUBLIC—CONTD,Latina Ralph A 1243 Mineral Spring Av(N Prov),"['cd1978/entry/1978_Page_70 (3)_26.png', 'cd1978/entry/1978_Page_70 (3)_27.png']",ACCOUNTANTS-PUBLIC,100.0,True
75,ACCOUNTANTS—PUBLIC—CONTD,Laventhol & Horwath 40 Westminster St Rm 1120,"['cd1978/entry/1978_Page_70 (3)_28.png', 'cd1978/entry/1978_Page_70 (3)_29.png']",ACCOUNTANTS-PUBLIC,100.0,True
76,ACCOUNTANTS—PUBLIC—CONTD,M A S Associates 58 Weyboeset St Rm 703,['cd1978/entry/1978_Page_70 (3)_30.png'],ACCOUNTANTS-PUBLIC,100.0,True
77,ACCOUNTANTS—PUBLIC—CONTD,Mardo Anthony & Co 438 Broadway,['cd1978/entry/1978_Page_70 (3)_31.png'],ACCOUNTANTS-PUBLIC,100.0,True
78,ACCOUNTANTS—PUBLIC—CONTD,Masso Thos J 1845 Smith St (N Prov) Rm 2,['cd1978/entry/1978_Page_70 (3)_32.png'],ACCOUNTANTS-PUBLIC,100.0,True
79,ACCOUNTANTS—PUBLIC—CONTD,Mastroianni Anthony J 15 Lewis St (N Prov),['cd1978/entry/1978_Page_70 (3)_33.png'],ACCOUNTANTS-PUBLIC,100.0,True
80,ACCOUNTANTS—PUBLIC—CONTD,Monacelli Ovid L 428 Smith St Rm 1,['cd1978/entry/1978_Page_70 (3)_34.png'],ACCOUNTANTS-PUBLIC,100.0,True
81,ACCOUNTANTS—PUBLIC—CONTD,Murphy Raymond F & Co 111 Westminster St Rm 1700,"['cd1978/entry/1978_Page_70 (3)_35.png', 'cd1978/entry/1978_Page_70 (3)_36.png']",ACCOUNTANTS-PUBLIC,100.0,True
82,ACCOUNTANTS—PUBLIC—CONTD,Norberg John H 154 Francis St 2d Fi,['cd1978/entry/1978_Page_70 (3)_37.png'],ACCOUNTANTS-PUBLIC,100.0,True
83,ACCOUNTANTS—PUBLIC—CONTD,Orlando & Turcotte 15 Westminster St Rm 910,"['cd1978/entry/1978_Page_70 (3)_38.png', 'cd1978/entry/1978_Page_70 (3)_39.png']",ACCOUNTANTS-PUBLIC,100.0,True
84,ACCOUNTANTS—PUBLIC—CONTD,Over Petrone & Co 15 Westminster St Rm 1005,"['cd1978/entry/1978_Page_70 (3)_40.png', 'cd1978/entry/1978_Page_70 (3)_41.png']",ACCOUNTANTS-PUBLIC,100.0,True
85,ACCOUNTANTS—PUBLIC—CONTD,Pascarella Steph E 107 Bolton Av,['cd1978/entry/1978_Page_70 (3)_42.png'],ACCOUNTANTS-PUBLIC,100.0,True
86,ACCOUNTANTS—PUBLIC—CONTD,Pascarella Steph E 2d 107 Bolton Av,['cd1978/entry/1978_Page_70 (3)_43.png'],ACCOUNTANTS-PUBLIC,100.0,True
87,ACCOUNTANTS—PUBLIC—CONTD,Pascarella & Trench 15 Westminster St Rm 1140,"['cd1978/entry/1978_Page_70 (3)_44.png', 'cd1978/entry/1978_Page_70 (3)_45.png']",ACCOUNTANTS-PUBLIC,100.0,True
88,ACCOUNTANTS—PUBLIC—CONTD,Paterra J J & Co 414 Broadway,['cd1978/entry/1978_Page_70 (3)_46.png'],ACCOUNTANTS-PUBLIC,100.0,True
89,ACCOUNTANTS—PUBLIC—CONTD,Pelich Robt 76 Westminster St Rm 1105,['cd1978/entry/1978_Page_70 (3)_47.png'],ACCOUNTANTS-PUBLIC,100.0,True
90,ACCOUNTANTS—PUBLIC—CONTD,Phillipe Milton 1 Jackson Walkway Suite 3,['cd1978/entry/1978_Page_70 (3)_48.png'],ACCOUNTANTS-PUBLIC,100.0,True
91,ACCOUNTANTS—PUBLIC—CONTD,Piccerelli Gilstein & Co 144 Westminster St 3d,"['cd1978/entry/1978_Page_70 (3)_49.png', 'cd1978/entry/1978_Page_70 (3)_50.png']",ACCOUNTANTS-PUBLIC,100.0,True
92,ACCOUNTANTS—PUBLIC—CONTD,Pritsker & Block 111 Westminster St Rm 1235,['cd1978/entry/1978_Page_71 (1)_2.png'],ACCOUNTANTS-PUBLIC,100.0,True
93,ACCOUNTANTS—PUBLIC—CONTD,Radcliffe And Co Rear 1410 Mineral Spring Av(N Prov),"['cd1978/entry/1978_Page_71 (1)_3.png', 'cd1978/entry/1978_Page_71 (1)_4.png']",ACCOUNTANTS-PUBLIC,100.0,True
94,ACCOUNTANTS—PUBLIC—CONTD,Ricapito Mich] P 1480 Mineral Spring Av(N Prov),"['cd1978/entry/1978_Page_71 (1)_5.png', 'cd1978/entry/1978_Page_71 (1)_6.png']",ACCOUNTANTS-PUBLIC,100.0,True
95,ACCOUNTANTS—PUBLIC—CONTD,Rogers Ellis R 184 Verndale Av,['cd1978/entry/1978_Page_71 (1)_7.png'],ACCOUNTANTS-PUBLIC,100.0,True
96,ACCOUNTANTS—PUBLIC—CONTD,Roiff Herbert A & Co 170 Westminster St Rm 700,"['cd1978/entry/1978_Page_71 (1)_8.png', 'cd1978/entry/1978_Page_71 (1)_9.png']",ACCOUNTANTS-PUBLIC,100.0,True
97,ACCOUNTANTS—PUBLIC—CONTD,Ross Joslin 44 Warren St,['cd1978/entry/1978_Page_71 (1)_10.png'],ACCOUNTANTS-PUBLIC,100.0,True
98,ACCOUNTANTS—PUBLIC—CONTD,Rouslin Edw 86 Weybosset St .:m 406,['cd1978/entry/1978_Page_71 (1)_11.png'],ACCOUNTANTS-PUBLIC,100.0,True
99,ACCOUNTANTS—PUBLIC—CONTD,S-S Accounting 344 Wickenden St,['cd1978/entry/1978_Page_71 (1)_12.png'],ACCOUNTANTS-PUBLIC,100.0,True
100,ACCOUNTANTS—PUBLIC—CONTD,Sansiveri Jerry: 111 Westminster St Rm 1030,['cd1978/entry/1978_Page_71 (1)_13.png'],ACCOUNTANTS-PUBLIC,100.0,True
101,ACCOUNTANTS—PUBLIC—CONTD,Satloff Morris 501 Angell St,['cd1978/entry/1978_Page_71 (1)_14.png'],ACCOUNTANTS-PUBLIC,100.0,True
102,ACCOUNTANTS—PUBLIC—CONTD,Scadera Mich! A 58 Weybosset St Rm 703,['cd1978/entry/1978_Page_71 (1)_15.png'],ACCOUNTANTS-PUBLIC,100.0,True
103,ACCOUNTANTS—PUBLIC—CONTD,Scanlon Bernard A 147 Hilary Dr,['cd1978/entry/1978_Page_71 (1)_16.png'],ACCOUNTANTS-PUBLIC,100.0,True
104,ACCOUNTANTS—PUBLIC—CONTD,Schwartz Harold 501 Angell St,['cd1978/entry/1978_Page_71 (1)_17.png'],ACCOUNTANTS-PUBLIC,100.0,True
105,ACCOUNTANTS—PUBLIC—CONTD,Seplocha John 1330 Mineral Spring Av(N Prov),"['cd1978/entry/1978_Page_71 (1)_18.png', 'cd1978/entry/1978_Page_71 (1)_19.png']",ACCOUNTANTS-PUBLIC,100.0,True
106,ACCOUNTANTS—PUBLIC—CONTD,Short Edw 566 Smith St,['cd1978/entry/1978_Page_71 (1)_20.png'],ACCOUNTANTS-PUBLIC,100.0,True
107,ACCOUNTANTS—PUBLIC—CONTD,Sibilia Edith M Mrs Rear 1410 Minera] Spring Av(N Prov),"['cd1978/entry/1978_Page_71 (1)_21.png', 'cd1978/entry/1978_Page_71 (1)_22.png']",ACCOUNTANTS-PUBLIC,100.0,True
108,ACCOUNTANTS—PUBLIC—CONTD,Sisto Turose Maccarone & Proia 170 Westminster St Rm 702,"['cd1978/entry/1978_Page_71 (1)_23.png', 'cd1978/entry/1978_Page_71 (1)_24.png']",ACCOUNTANTS-PUBLIC,100.0,True
109,ACCOUNTANTS—PUBLIC—CONTD,Sullivan John F 147 Power St,['cd1978/entry/1978_Page_71 (1)_25.png'],ACCOUNTANTS-PUBLIC,100.0,True
110,ACCOUNTANTS—PUBLIC—CONTD,Tabulex 36 Kennedy Plaza Rm 516,['cd1978/entry/1978_Page_71 (1)_26.png'],ACCOUNTANTS-PUBLIC,100.0,True
111,ACCOUNTANTS—PUBLIC—CONTD,Yarlas Steph 501 Angell St,['cd1978/entry/1978_Page_71 (1)_27.png'],ACCOUNTANTS-PUBLIC,100.0,True
112,ACCOUNTANTS—PUBLIC—CONTD,Young Arth & Co 111 Westminster St 824,['cd1978/entry/1978_Page_71 (1)_28.png'],ACCOUNTANTS-PUBLIC,100.0,True
113,ACCOUNTANTS—PUBLIC—CONTD,Zelano Richd R 500 Broadway,['cd1978/entry/1978_Page_71 (1)_29.png'],ACCOUNTANTS-PUBLIC,100.0,True
114,*ACOUSTICAL CONTRACTORS,G T SAFETY EQUIPMENT INC,['cd1978/entry/1978_Page_71 (1)_32.png'],ACOUSTICAL CONTRACTORS,82.0,False
115,(ACCOUSTICAL PRODUCTS &,"ENGINEERING) 25 Eagle St (02908), Tel 272-8880","['cd1978/entry/1978_Page_71 (1)_34.png', 'cd1978/entry/1978_Page_71 (1)_35.png']",(ACCOUSTICAL PRODUCTS &,71.5,False
116,ADJUSTERS,Allied Adjustment Serv Inc 131 Washington St Rm 211,"['cd1978/entry/1978_Page_71 (1)_37.png', 'cd1978/entry/1978_Page_71 (1)_38.png']",ADJUSTERS,100.0,True
117,ADJUSTERS,General Adjustment Bureau Inc 373 Elmwood Av Rm 107,"['cd1978/entry/1978_Page_71 (1)_39.png', 'cd1978/entry/1978_Page_71 (1)_40.png']",ADJUSTERS,100.0,True
118,ADJUSTERS,Nappi Lou Adjustment Bureau 1991 Smith St (N Prov),"['cd1978/entry/1978_Page_71 (1)_41.png', 'cd1978/entry/1978_Page_71 (1)_42.png']",ADJUSTERS,100.0,True
119,ADJUSTERS,Pellegrino ‘\‘incent Adjusters 38 Pontiac Av,['cd1978/entry/1978_Page_71 (1)_43.png'],ADJUSTERS,100.0,True
120,ADJUSTERS,Pelletier & Rourke 111 Westminster St Rm 1806,"['cd1978/entry/1978_Page_71 (1)_44.png', 'cd1978/entry/1978_Page_71 (1)_45.png']",ADJUSTERS,100.0,True
121,ADJUSTERS,Peterson Evert M L 111 Westminster St Rm 401,"['cd1978/entry/1978_Page_71 (1)_46.png', 'cd1978/entry/1978_Page_71 (1)_47.png']",ADJUSTERS,100.0,True
122,ADJUSTERS,Underwriters Adjusting Co 630 Howard Bidg,['cd1978/entry/1978_Page_71 (1)_48.png'],ADJUSTERS,100.0,True
123,ADOPTION AGENCIES,Baker Advertising Associates 85 Arnold St +,['cd1978/entry/1978_Page_71 (1)_50.png'],ADOPTION AGENCIES,73.5,False
124,ADVERTISING AGENCIES,AM BM E Advertising Agency 910 Smith St,['cd1978/entry/1978_Page_71 (1)_52.png'],ADVERTISING AGENCIES,100.0,True
125,ADVERTISING AGENCIES,Adgroup Inc 293 S Main St Suite 212,['cd1978/entry/1978_Page_71 (1)_53.png'],ADVERTISING AGENCIES,100.0,True
126,ADVERTISING AGENCIES,Albrektson Studios Inc 146 Westminster St Rm 403,"['cd1978/entry/1978_Page_71 (1)_54.png', 'cd1978/entry/1978_Page_71 (1)_55.png']",ADVERTISING AGENCIES,100.0,True
127,ADVERTISING AGENCIES,Alden Advertising Inc 212 Union St Rm 402,['cd1978/entry/1978_Page_71 (1)_56.png'],ADVERTISING AGENCIES,100.0,True
128,ADVERTISING AGENCIES,All Media Associates 84 Ledge St,['cd1978/entry/1978_Page_71 (1)_57.png'],ADVERTISING AGENCIES,100.0,True
129,ADVERTISING AGENCIES,Archetto Robt Associates Inc 170 Westminster St Rm 1110,"['cd1978/entry/1978_Page_71 (1)_58.png', 'cd1978/entry/1978_Page_71 (1)_59.png']",ADVERTISING AGENCIES,100.0,True
130,ADVERTISING AGENCIES,Arthur Ruth I 17 Exchange St Rm 421,['cd1978/entry/1978_Page_71 (1)_60.png'],ADVERTISING AGENCIES,100.0,True
131,ADVERTISING AGENCIES,Benelli Advertising Co 135 Dean St,['cd1978/entry/1978_Page_71 (1)_61.png'],ADVERTISING AGENCIES,100.0,True
132,ADVERTISING AGENCIES,Bogh Advertising Photography 236° Westminster St Rm 504,"['cd1978/entry/1978_Page_71 (1)_62.png', 'cd1978/entry/1978_Page_71 (1)_63.png']",ADVERTISING AGENCIES,100.0,True
133,ADVERTISING AGENCIES,Bradley Wm J 46 Clym St,['cd1978/entry/1978_Page_71 (1)_64.png'],ADVERTISING AGENCIES,100.0,True
134,ADVERTISING AGENCIES,Challenge Advertising Inc 146 Westminster St Rm 206,"['cd1978/entry/1978_Page_71 (1)_65.png', 'cd1978/entry/1978_Page_71 (1)_66.png']",ADVERTISING AGENCIES,100.0,True
135,ADVERTISING AGENCIES,Creamer-F S R Inc 40 Westminster St Rm 1600,"['cd1978/entry/1978_Page_71 (1)_67.png', 'cd1978/entry/1978_Page_71 (1)_68.png']",ADVERTISING AGENCIES,100.0,True
136,ADVERTISING AGENCIES,Dietz J H Advertising Inc 269 S Main St Suite 207,"['cd1978/entry/1978_Page_71 (1)_69.png', 'cd1978/entry/1978_Page_71 (1)_70.png']",ADVERTISING AGENCIES,100.0,True
